Item Name,Bazaar Buy Price,Bazaar Sell Price,NPC Cost,Crafting Cost
ENCHANTMENT_PALEONTOLOGIST_3,10872149.5,1229043.7,0,0
ENCHANTMENT_PALEONTOLOGIST_4,32999999.8,950009.6,0,0
ENCHANTED_DIAMOND_BLOCK,204997.4,202965.3,0,0
ENCHANTMENT_PALEONTOLOGIST_1,1844289.6,1608128.9,0,0
ENCHANTMENT_DELICATE_5,1143107.3,817158.7,0,0
ENCHANTMENT_PALEONTOLOGIST_2,6999999,258082.6,0,0
GOBLIN_EGG_GREEN,2175.5,1667.9,0,0
ENCHANTMENT_PROSECUTE_6,105999994.6,83005571,0,0
ENCHANTMENT_CASTER_1,0,0,0,0
ENCHANTMENT_CASTER_2,0,0,0,0
ENCHANTMENT_PROSECUTE_5,0,0,0,0
GIANT_FRAGMENT_BIGFOOT,10599.9,7300.4,0,0
LIGHT_BAIT,199.9,102.5,0,0
HOT_POTATO_BOOK,87232.2,81791.5,0,0
MAGIC_MUSHROOM_SOUP,349.6,153.3,0,0
ENCHANTMENT_CASTER_3,0,0,0,0
CLAY_BALL,3.5,1.1,0,0
ENCHANTMENT_CASTER_4,0,0,0,0
ENCHANTMENT_CASTER_5,0,0,0,0
ENCHANTMENT_CASTER_6,74997.4,20924.4,0,0
OLD_FRAGMENT,9197.7,8224.4,0,0
BEATING_HEART,26760.2,11375.3,0,0
ROUGH_AMBER_GEM,4,1.6,0,0
ENCHANTMENT_PROSECUTE_4,0,0,0,0
ENCHANTMENT_PROSECUTE_3,0,0,0,0
ENCHANTMENT_PROSECUTE_2,0,0,0,0
ENCHANTMENT_PROSECUTE_1,0,0,0,0
AMALGAMATED_CRIMSONITE,0,0,0,0
FINE_AMBER_GEM,24498.6,22602.2,0,0
SUPER_MAGIC_MUSHROOM_SOUP,8253.1,5326,0,0
ENCHANTED_QUARTZ,4003.3,3578.8,0,0
ENCHANTED_COAL_BLOCK,74999.9,69344.2,0,0
ENDER_PEARL,7.3,7.2,0,0
LESSER_SOULFLOW_ENGINE,3659999.4,3087119,0,0
ENCHANTED_GLACITE,10627.1,10064.1,0,0
LARGE_WALNUT,316874.1,211249.4,0,0
FLAWED_JADE_GEM,297,269.7,0,0
TOIL_LOG,0,0,0,0
SLUDGE_JUICE,2158.9,2061.3,0,0
BONZO_FRAGMENT,62.9,16.2,0,0
SUGAR_CANE,8,3.3,0,0
ENCHANTMENT_RESPITE_5,1056537.1,449250.3,0,0
ENCHANTMENT_RESPITE_3,206288.2,70004.5,0,0
ENCHANTMENT_RESPITE_4,4999999.8,82003.8,0,0
ENCHANTMENT_RESPITE_1,124784.5,20501.2,0,0
ENCHANTMENT_RESPITE_2,168346.7,15953,0,0
TESSELLATED_ENDER_PEARL,3911269.8,3575748.6,0,0
ENCHANTED_RAW_BEEF,640.9,614.8,0,0
AOTE_STONE,4247196.2,3772003.5,0,0
RABBIT_HIDE,17.3,13.2,0,0
INFERNO_FUEL_BLOCK,72983.5,58321.4,0,0
ENCHANTMENT_OVERLOAD_5,14547996.7,10683400.5,0,0
ENCHANTMENT_OVERLOAD_4,9999997.7,700000.1,0,0
ENCHANTMENT_OVERLOAD_3,4268291.3,2299999.1,0,0
ENCHANTMENT_OVERLOAD_2,1599999.5,500.2,0,0
ENCHANTMENT_OVERLOAD_1,699998.7,663583.1,0,0
DARK_BAIT,1364.5,1119.8,0,0
ENCHANTED_PUMPKIN,1601.9,1543.4,0,0
ENCHANTED_COOKED_FISH,151999.4,145003,0,0
OBSIDIAN,19.9,14.1,0,0
PET_ITEM_EXP_SHARE_DROP,3364893.6,3110000,0,0
STARFALL,1591.3,1478.3,0,0
ENCHANTMENT_FIRE_PROTECTION_6,239189.8,150.2,0,0
SECOND_MASTER_STAR,19499995.3,18626702.9,0,0
ENCHANTMENT_FIRE_PROTECTION_5,0,0,0,0
ROUGH_ONYX_GEM,15,2.2,0,0
ENCHANTMENT_FIRE_PROTECTION_7,3699998.8,1210327,0,0
ENCHANTMENT_HARDENED_MANA_10,34877938.5,4515471.4,0,0
FLAWLESS_ONYX_GEM,2426445.7,2100002.2,0,0
ENCHANTMENT_ULTIMATE_JERRY_2,403.8,0,0,0
ENTROPY_SUPPRESSOR,9999997.5,7150000.9,0,0
ENCHANTMENT_ULTIMATE_REND_3,2899999.9,255557.3,0,0
ENCHANTMENT_ULTIMATE_JERRY_1,2229.7,0,0,0
ENCHANTMENT_ULTIMATE_REND_2,729999.6,100001.2,0,0
ENCHANTMENT_ULTIMATE_REND_1,632524.8,347931.5,0,0
GLOWSTONE_DUST_DISTILLATE,4993.8,4764.7,0,0
ENCHANTED_POPPY,4637.4,2590.1,0,0
ENCHANTMENT_ULTIMATE_JERRY_5,99998.8,1000.8,0,0
ENCHANTMENT_ULTIMATE_JERRY_4,99999.1,10.9,0,0
ENCHANTMENT_ULTIMATE_REND_5,10000000,5275001.9,0,0
ENCHANTMENT_ULTIMATE_JERRY_3,809.9,0,0,0
ENCHANTMENT_ULTIMATE_REND_4,5999998.8,1304260.2,0,0
ENCHANTMENT_FIRE_PROTECTION_2,0,0,0,0
ENCHANTMENT_FIRE_PROTECTION_1,0,0,0,0
ENCHANTMENT_FIRE_PROTECTION_4,0,0,0,0
BAZAAR_COOKIE,0,0,0,0
ENCHANTMENT_FIRE_PROTECTION_3,0,0,0,0
FLAWLESS_PERIDOT_GEM,4029865.2,3735360,0,0
BROWN_MUSHROOM,9,7.5,0,0
DISPLACED_LEECH,209995.5,132841.9,0,0
ENCHANTMENT_HARVESTING_5,0,0,0,0
ENCHANTMENT_HARVESTING_4,0,0,0,0
ENCHANTMENT_HARVESTING_3,0,0,0,0
CARROT_ITEM,3.4,1.9,0,0
ENCHANTMENT_HARVESTING_2,0,0,0,0
ENCHANTMENT_HARVESTING_1,0,0,0,0
UMBER,109.6,82.5,0,0
HEALING_TISSUE,9083,5002.2,0,0
EXP_BOTTLE,48,10.2,0,0
MOLTEN_CUBE,7293,19.8,0,0
ENCHANTMENT_HARVESTING_6,1936683.8,1396661.9,0,0
ENCHANTED_RABBIT_HIDE,11673.8,10372.6,0,0
WATER_ORB,749887.4,322499.4,0,0
GLACITE_JEWEL,41134.1,38290.5,0,0
INFERNO_VERTEX,5666178.1,5201000.6,0,0
RUSTY_ANCHOR,13864805.3,4067814.4,0,0
WEAK_WOLF_CATALYST,19899,16250.1,0,0
FLAWED_AMETHYST_GEM,299.7,269.3,0,0
PERFECT_JADE_GEM,12616677.1,12211664.3,0,0
ENCHANTED_BIRCH_LOG,637.9,498.4,0,0
FOURTH_MASTER_STAR,74999991.1,70075616.8,0,0
ENCHANTED_GUNPOWDER,3208.5,2834,0,0
REFINED_AMBER,1069393.9,556972.1,0,0
ENCHANTED_SUGAR,749.7,666.5,0,0
CACTUS,5,2.7,0,0
DUNG,3739.6,3111.2,0,0
ENCHANTED_RAW_SALMON,1609.2,1537.7,0,0
BOBBIN_SCRIPTURES,34599.5,28732.3,0,0
ENCHANTED_EMERALD,1140,1028.5,0,0
RED_MUSHROOM,10.5,7.5,0,0
GRAND_EXP_BOTTLE,5166.8,4934,0,0
MUTTON,107,61.3,0,0
ENCHANTMENT_DEDICATION_2,2297669.4,1834563.5,0,0
ENCHANTMENT_DEDICATION_1,991668.2,878142.8,0,0
ENCHANTMENT_DEDICATION_4,16980693.1,15844146.3,0,0
ENCHANTMENT_DEDICATION_3,4143554.6,3020873,0,0
ENCHANTMENT_ULTIMATE_WISE_2,233683.3,203833.5,0,0
ENCHANTMENT_ULTIMATE_WISE_1,115120.8,115000.4,0,0
SPIDER_EYE,13.6,8,0,0
ENCHANTMENT_ULTIMATE_WISE_4,1230083.1,800000.9,0,0
ENCHANTMENT_ULTIMATE_WISE_3,667454.4,374586.5,0,0
BEJEWELED_HANDLE,117536.4,111753.3,0,0
LARGE_ENCHANTED_CHEST,334933.5,306513.3,0,0
ENCHANTED_NETHERRACK,299.7,21.4,0,0
JADERALD,4199999.5,3872627.2,0,0
ENCHANTMENT_TRUE_PROTECTION_1,999400,805208.9,0,0
CORRUPT_SOIL,1519989.2,1435721.2,0,0
RARE_DIAMOND,313.7,1.3,0,0
PRISMARINE_CRYSTALS,23,4.8,0,0
ICE,9.7,2.6,0,0
GLOSSY_GEMSTONE,0,5297000,0,0
TIGER_SHARK_TOOTH,72677.8,53383.1,0,0
ENCHANTMENT_LUCK_OF_THE_SEA_4,0,0,0,0
ENCHANTMENT_LUCK_OF_THE_SEA_5,0,0,0,0
ENCHANTMENT_LUCK_OF_THE_SEA_6,134994.9,20004.1,0,0
ENCHANTMENT_SMARTY_PANTS_3,4999992.7,2178856.8,0,0
ENCHANTMENT_ULTIMATE_WISE_5,2418572.7,1919092.6,0,0
ENCHANTMENT_SMARTY_PANTS_2,1989709.6,703928.6,0,0
ENCHANTMENT_LUCK_OF_THE_SEA_1,0,0,0,0
ENCHANTMENT_SMARTY_PANTS_5,9970857.8,8828002.1,0,0
ENCHANTMENT_LUCK_OF_THE_SEA_2,0,0,0,0
ENCHANTMENT_SMARTY_PANTS_4,9499994.1,3839849.5,0,0
ENCHANTMENT_LUCK_OF_THE_SEA_3,0,0,0,0
GOLDEN_TOOTH,104997.1,97107.5,0,0
THE_ART_OF_PEACE,51821995.3,48191100.1,0,0
ENCHANTMENT_SMARTY_PANTS_1,644126.6,545859,0,0
HYPER_CATALYST,217999.9,209183.4,0,0
VOLTA,2219.9,1705.9,0,0
RABBIT_FOOT,13.9,2.4,0,0
SUPERLITE_MOTOR,100658.7,90708.8,0,0
REDSTONE,1.1,0.3,0,0
BRAIDED_GRIFFIN_FEATHER,20281983,17241523.3,0,0
SUSPICIOUS_SCRAP,304166.4,280001.7,0,0
SPIRIT_WING,6209422.8,5700000.6,0,0
SPOOKY_WATER_ORB,5180287.5,3750000.7,0,0
THE_ART_OF_WAR,6962997.3,6436807.7,0,0
ENCHANTMENT_LURE_2,0,0,0,0
ENCHANTMENT_LURE_1,0,0,0,0
SLIME_BALL,40.9,36.4,0,0
ENCHANTMENT_LURE_6,6558.1,0,0,0
ENCHANTMENT_LURE_5,0,0,0,0
ENCHANTMENT_LURE_4,0,0,0,0
ENCHANTMENT_LURE_3,0,0,0,0
HOLY_FRAGMENT,9145.1,8683.3,0,0
SNOW_BALL,10,0.4,0,0
ENCHANTED_WOOL,309.1,287.8,0,0
ENCHANTED_EGG,4697.9,3610.2,0,0
GLEAMING_CRYSTAL,0,1000000,0,0
SUPERB_CARROT_CANDY,2085089.6,1460085.4,0,0
ENCHANTMENT_FEROCIOUS_MANA_8,17999999.9,3419390.9,0,0
ENCHANTMENT_FEROCIOUS_MANA_9,39499999.9,2100006,0,0
FINE_JADE_GEM,25014.2,23290.9,0,0
FLAWED_RUBY_GEM,298,231.3,0,0
ENCHANTMENT_FEROCIOUS_MANA_4,795409.9,320000.4,0,0
ENCHANTMENT_MAGNET_2,0,0,0,0
RAW_CHICKEN,31.4,18.2,0,0
ENCHANTMENT_FEROCIOUS_MANA_5,1701353.6,1210948.7,0,0
ENCHANTMENT_MAGNET_1,0,0,0,0
SORROW,198924.8,184002.3,0,0
ENCHANTMENT_FEROCIOUS_MANA_6,3979987.7,830001.3,0,0
ENCHANTMENT_MAGNET_4,0,0,0,0
ENCHANTMENT_FEROCIOUS_MANA_7,8999997.2,1976957.1,0,0
ENCHANTMENT_MAGNET_3,0,0,0,0
FLAWLESS_JASPER_GEM,5473083.2,5342417,0,0
ENCHANTMENT_MAGNET_6,0.1,0,0,0
ENCHANTMENT_FEROCIOUS_MANA_1,144743.3,77589.7,0,0
ENCHANTMENT_MAGNET_5,0,0,0,0
ENCHANTMENT_FEROCIOUS_MANA_2,194615.7,74006.6,0,0
LUSH_BERBERIS,376.2,216.8,0,0
ENCHANTMENT_FEROCIOUS_MANA_3,377405.1,135001.2,0,0
ENCHANTMENT_PESTERMINATOR_1,1127941.1,1104946.7,0,0
ENCHANTMENT_PESTERMINATOR_2,2399997.9,1850004.6,0,0
ENCHANTMENT_PROJECTILE_PROTECTION_7,9999998.8,150000.8,0,0
ENCHANTMENT_CHAMPION_10,0,0,0,0
ENCHANTMENT_PESTERMINATOR_3,5699985.1,3858280.8,0,0
ENCHANTMENT_PROJECTILE_PROTECTION_6,2428.4,0.4,0,0
ENCHANTED_SHARK_FIN,37532.5,30000.1,0,0
ENCHANTMENT_PESTERMINATOR_4,11144411.3,7757003.1,0,0
ENCHANTMENT_PROJECTILE_PROTECTION_5,0,0,0,0
ENCHANTMENT_PESTERMINATOR_5,19204048.8,17600966.1,0,0
ENCHANTMENT_PROJECTILE_PROTECTION_4,0,0,0,0
ENCHANTMENT_PROJECTILE_PROTECTION_3,0,0,0,0
ENCHANTMENT_PROJECTILE_PROTECTION_2,0,0,0,0
ENCHANTMENT_PROJECTILE_PROTECTION_1,0,0,0,0
INK_SACK,1427,1296.6,0,0
CRYSTAL_FRAGMENT,157874.2,154000.1,0,0
ENCHANTED_REDSTONE_BLOCK,25773.2,24784,0,0
DIVAN_POWDER_COATING,0,52500001.5,0,0
INFERNO_APEX,124998998.8,107000002.3,0,0
ENCHANTED_REDSTONE_LAMP,160000,45000.6,0,0
TREASURITE,18049.9,15554.1,0,0
PERFECT_OPAL_GEM,19995203.6,18648615.8,0,0
MELON,1.9,1,0,0
DIAMONITE,2128018.8,862071.2,0,0
GLOWING_MUSHROOM,894.3,308.7,0,0
ENCHANTMENT_DRAGON_HUNTER_4,9999999.8,3041107.5,0,0
ENCHANTMENT_DRAGON_HUNTER_3,5989995.9,1559203.1,0,0
ENCHANTMENT_DRAGON_HUNTER_5,17400518.3,14660250.6,0,0
ENCHANTED_IRON_BLOCK,270974.3,268286.4,0,0
ENCHANTMENT_DRAGON_HUNTER_2,2498995.9,1500000,0,0
BONE,8,4.1,0,0
ENCHANTMENT_DRAGON_HUNTER_1,1146097.5,931003.6,0,0
